cik,symbol,security_id,company_name,exchange,industry_code
0001171155,RLGT,01397f44-86f6-4ad9-b1ae-89be8f75aa98,"RADIANT LOGISTICS, INC",AMEX,
0000084246,RLI,8c8ef5ca-52c4-4809-8df1-2a65cc524688,RLI CORP,NYSE,
0001511337,RLJ,47242479-4a44-4140-bae2-2a3a7d47be74,RLJ Lodging Trust,NYSE,
0001553643,RLMD,42135f2b-39b3-4b22-b3e5-2a4bc8a53904,"RELMADA THERAPEUTICS, INC.",NASDAQ,
0001866874,RLTY,53b635d7-359e-4c20-ae74-38bf8c8d0460,Cohen & Steers Real Estate Opportunities & Income Fund,NYSE,
0001739410,RLYB,62e97f1e-4a8b-40ae-bc83-6613627e2a37,Rallybio Corp,NASDAQ,
0001519401,RM,6da5bfe5-b4bf-4a39-811e-7a4ea006d3b1,Regional Management Corp.,NYSE,
0001581091,RMAX,c4439897-db4e-48e3-aacd-0ef3e5e063d5,"RE/MAX Holdings, Inc.",NYSE,
0001767837,RMBI,5ace6b0d-14ef-49ba-a458-8e29cc993b37,"Richmond Mutual Bancorporation, Inc.",NASDAQ,
0000917273,RMBS,8587f17d-56fd-4d45-a3bf-5265710bdcce,RAMBUS INC,NASDAQ,
0001616262,RMCF,f7f82e2c-08d8-40a6-b79a-19f3bed87394,"Rocky Mountain Chocolate Factory, Inc.",NASDAQ,
0001843656,RMCOW,b2febf71-3279-4fca-81f5-df00f6e6e567,Royalty Management Holding Corp,NASDAQ,
0000943819,RMD,ee55892a-1ff0-4ede-87e4-ad5aa5998044,RESMED INC,NYSE,
0001746967,RMI,161cf5b7-278f-4c5e-b738-986455949d78,"RiverNorth Opportunistic Municipal Income Fund, Inc.",NYSE,
0001771226,RMM,1967a0b4-49ff-45cf-bf4f-a741b9508953,"RiverNorth Managed Duration Municipal Income Fund, Inc.",NYSE,
0001870833,RMMZ,81574f14-b5c7-468a-b3a9-2964eee3d504,"RiverNorth Managed Duration Municipal Income Fund II, Inc.",NYSE,
0001635282,RMNI,b0d84f4a-9820-4672-9d2b-f0b76524e7af,"Rimini Street, Inc.",NASDAQ,
0001983324,RMSGW,5f22fddf-7b1c-40d2-8363-926414da6b16,Real Messenger Corp,NASDAQ,
0000912147,RMT,a15a81b2-65d7-4203-b9f0-f5992984f4ce,"ROYCE MICRO-CAP TRUST, INC.",NYSE,
0001041024,RMTI,d35b1438-60c6-4f73-b80d-c3733fd9821f,"ROCKWELL MEDICAL, INC.",NASDAQ,
0002093101,RNA,e9115325-2ca4-4e90-a8a9-a356065b97cf,"Atrium Therapeutics, Inc.",NASDAQ,
0001453687,RNAC,412960c3-0b79-4d8e-914c-f5f1e74e7197,"Cartesian Therapeutics, Inc.",NASDAQ,
0001829635,RNAZ,85a3fb22-c316-4f45-b50e-6ac8c06474c6,"Transcode Therapeutics, Inc.",NASDAQ,
0001384905,RNG,f19b19e9-fbd0-4d8e-b8cc-fdd500809cba,"RingCentral, Inc.",NYSE,
0001699039,RNGR,5d3f678d-66bf-4ef2-9db0-c77c2936389e,"Ranger Energy Services, Inc.",NYSE,
0002078653,RNGTU,88b0c10a-fb7a-4180-869f-45d55cd37442,Range Capital Acquisition Corp II,NASDAQ,
0001224450,RNP,9f83ef3c-4b5f-4ac9-9a57-0ce0c87f373f,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,NYSE,
0000913144,RNR,8bd8f687-67c0-47f6-b1b5-c815339f9c35,RENAISSANCERE HOLDINGS LTD,NYSE,
0000715072,RNST,f38f9d41-ef5c-46c0-a395-cb28e447d9ca,RENASANT CORP,NYSE,
0001420565,RNTX,5685d727-79bb-460c-a0ab-2e876d58a60d,"Rein Therapeutics, Inc.",NASDAQ,
0001848763,RNWWW,444f512b-9b58-425e-80c1-408fbfaff430,ReNew Energy Global plc,NASDAQ,
0001574094,RNXT,26431162-9b9b-411f-a5f1-a649abc5e8b0,"RenovoRx, Inc.",NASDAQ,
0001718227,ROAD,959edaa6-32f6-4a1a-b3da-d739bdca32f1,"Construction Partners, Inc.",NASDAQ,
0002077709,ROC,d81734e9-2391-44ac-bf10-0f61b4219f15,Rank One Computing Corp,NASDAQ,
0000912562,ROCK,e5f52bad-580e-49a2-88c0-6e110aec8e7b,"GIBRALTAR INDUSTRIES, INC.",NASDAQ,
0000084748,ROG,3d66f4e9-b73b-4e60-b982-83f73f69d93d,ROGERS CORP,NYSE,
0001635088,ROIV,553f917f-9dd3-4cd1-bd6e-652118d0b077,Roivant Sciences Ltd.,NASDAQ,
0001024478,ROK,4039d327-5ab5-4040-8920-b23ab2e669b2,"ROCKWELL AUTOMATION, INC",NYSE,
0000084839,ROL,4cbd2a17-105f-470d-b690-1e58aa0ce908,ROLLINS INC,NYSE,
0001947210,ROLR,58a5c8e9-b397-4da4-b954-8d5c21a2553a,"High Roller Technologies, Inc.",AMEX,
0001945240,ROMA,5a0bcd08-3769-4a25-ab81-42cc5c433ca1,Roma Green Finance Ltd,NASDAQ,
0000882835,ROP,23e965be-de5f-44cd-8e2c-b4fbbea0ec9c,ROPER TECHNOLOGIES INC,NASDAQ,
0000745732,ROST,adcce409-1666-4ceb-89fa-ecbb458c18ea,"ROSS STORES, INC.",NASDAQ,
0001841968,RPC,ae72de68-ad7b-421a-bdf3-3fd8801753f2,"Ridgepost Capital, Inc.",NYSE,
0001560327,RPD,942d9a75-be72-4548-86ce-2198d23d8206,"Rapid7, Inc.",NASDAQ,
0001912884,RPGL,c787f866-87de-499f-b1f4-efba37d3071a,Republic Power Group Ltd,NASDAQ,
0001380106,RPID,8ddb6148-678d-4ab2-85b7-19e0ff20367b,"RAPID MICRO BIOSYSTEMS, INC.",NASDAQ,
0000110621,RPM,4609f4c7-14d4-451f-aff6-fb1e2ce46138,RPM INTERNATIONAL INC/DE/,NYSE,
0001802768,RPRX,feada6fc-363b-4065-bd11-210e8d66e432,Royalty Pharma plc,NASDAQ,
0001614806,RPT,970dcd15-ad94-452b-9458-8e74eb50b370,Rithm Property Trust Inc.,NYSE,
0001157842,RQI,a148d4cc-3273-49bf-9e45-d99ce7ad8021,COHEN & STEERS QUALITY INCOME REALTY FUND INC,NYSE,
0001963685,RR,79543847-a5ab-4cbf-b9f7-4072a3e84b0d,RICHTECH ROBOTICS INC.,NASDAQ,
0001071236,RRBI,564b271f-4d30-4246-845f-879e13956e27,RED RIVER BANCSHARES INC,NASDAQ,
0000315852,RRC,77365ee7-3bd7-4eba-abff-252633d2c5ad,RANGE RESOURCES CORP,NYSE,
0002123969,RREVU,84b14d7b-bd26-48ad-bc14-4c2b2a86b8c0,RRE Ventures Acquisition Corp.,NASDAQ,
0001171759,RRGB,dc1dd66f-31ba-4c68-895c-12404b461400,RED ROBIN GOURMET BURGERS INC,NASDAQ,
0001653653,RRR,fa586550-6994-445a-9fad-04ff448e0410,"Red Rock Resorts, Inc.",NASDAQ,
0000082811,RRX,ddfacc31-3cac-43cb-8bb7-d4ba26c064f4,REGAL REXNORD CORP,NYSE,
0000861884,RS,d366063e-1e17-43eb-ae6d-a27507761f60,"RELIANCE, INC.",NYSE,
0001644771,RSF,1427b056-2a26-4197-92a4-c773fa95f2f4,"RiverNorth Capital & Income Fund, Inc.",NYSE,
0001060391,RSG,f250c025-bde8-4113-9e27-04cd1c889037,"REPUBLIC SERVICES, INC.",NYSE,
0001793659,RSI,7c5f9f5e-cca5-46df-8a49-247ba15d566d,"Rush Street Interactive, Inc.",NYSE,
0001851112,RSKD,afa87473-a7b1-4660-8cac-5e8d4ff29135,RISKIFIED LTD.,NYSE,
0001386301,RSSS,30441889-b775-46d3-a879-cef3c1bcc92c,"Research Solutions, Inc.",NASDAQ,
0001824403,RSVR,0a392c32-70f4-4321-83c0-87576c26ccc4,"Reservoir Media, Inc.",NASDAQ,
0002035173,RTACU,046e2c3c-b020-4650-a2c0-c712de1e0cbc,Renatus Tactical Acquisition Corp I,NASDAQ,
0001419275,RTB,6d8da47d-4fcb-4439-a2bb-f5a849bcf661,"RTB Digital, Inc.",NASDAQ,
0000101829,RTX,4d8f7f83-d998-4839-9134-38473cd13123,RTX Corp,NYSE,
0001943421,RUBI,4f38f0a6-4fb3-44fb-8b00-1e9e1f3c6cee,Rubico Inc.,NASDAQ,
0001830081,RUMBW,a8845138-f886-4a95-a526-6068fa940235,RUM Group Inc.,NASDAQ,
0001469367,RUN,048ba86b-80d4-4f2a-8b4a-34af6dc9615d,Sunrun Inc.,NASDAQ,
0001012019,RUSHB,4a92c981-783a-4737-8984-4cf14d47be8a,RUSH ENTERPRISES INC \TX\,NASDAQ,
0002085091,RVI,e8e478c5-20e1-4975-849d-017d48b17ba2,Robinhood Ventures Fund I,NYSE,
0001746618,RVLV,13083962-9a25-45f4-b4de-d5b879168036,"Revolve Group, Inc.",NYSE,
0001628171,RVMDW,6ef1136a-65fc-4349-92c6-0274119a19ab,"Revolution Medicines, Inc.",NASDAQ,
0000946563,RVP,23286439-79cf-44a3-915f-4b5c47601c37,RETRACTABLE TECHNOLOGIES INC,AMEX,
0001041368,RVSB,aaf1a563-ca1d-4882-b892-bc17a3bf3ae7,RIVERVIEW BANCORP INC,NASDAQ,
0001743905,RVSNW,63f7fb5c-1317-46ac-b188-74ba731e77f9,Rail Vision Ltd.,NASDAQ,
0000804116,RVT,e95dd210-63f7-4ac7-b9cb-822b5c29d671,"ROYCE SMALL-CAP TRUST, INC.",NYSE,
0000031791,RVTY,dbb3a9dd-553a-46f2-a0cf-c53116e4c85a,"REVVITY, INC.",NYSE,
0001653384,RWAY,deee59a0-7041-4750-907f-ce687c6c6d27,Runway Growth Finance Corp.,NASDAQ,
0000930236,RWT,a7161a94-6242-4cb1-8cd7-cab88cee30f9,REDWOOD TRUST INC,NYSE,
0001929561,RXO,0089b577-04b4-465b-b6de-f0243452e796,"RXO, Inc.",NYSE,
0001601830,RXRX,b7918d89-17c9-4e28-870d-aa3d921a6cb7,"RECURSION PHARMACEUTICALS, INC.",NASDAQ,
0001111485,RXST,dc77a6d9-3d4e-4662-b08e-acac68cf7271,"RxSight, Inc.",NASDAQ,
0001810019,RXT,b9b50652-2a2b-44f1-9be6-28be916f6102,"Rackspace Technology, Inc.",NASDAQ,
0001000275,RY,dc9fe0ac-b777-4c11-a69c-e0f9e989587d,ROYAL BANK OF CANADA,NYSE,
0001597672,RYAM,14835ce2-1f11-481d-a12b-d98b11f347b7,RAYONIER ADVANCED MATERIALS INC.,NYSE,
0001849253,RYAN,31ef3c48-9cc1-42db-b8b4-ac034e2dbf2f,"RYAN SPECIALTY HOLDINGS, INC.",NYSE,
0001971115,RYDE,1be59c53-97f2-4185-a903-fed32be62035,Ryde Group Ltd,AMEX,
0001873454,RYET,0380fed0-5185-4f5a-add1-5e854ff29d4d,Ruanyun Edai Technology Inc.,NASDAQ,
0000052827,RYN,d782366d-a9ca-455d-a09d-329491719e60,RAYONIER INC,NYSE,
0002012600,RYOJ,697fde8a-83bb-4a12-afda-b9bce536f28c,"rYojbaba Co., Ltd.",NASDAQ,
0001649904,RYTM,4b26e750-e4f1-404e-b820-e1f91033a1c0,"RHYTHM PHARMACEUTICALS, INC.",NASDAQ,
0001481582,RYZ,70e55433-6cbc-45ff-93d9-b002c12d38b4,Ryerson Holding Corp,NYSE,
0001509261,RZLT,cfb26770-5c46-4b84-b6c3-8b193a8f33fb,"Rezolute, Inc.",NASDAQ,
0001920294,RZLVW,8e670dc8-b2fb-42ca-bff1-c20867ae8d21,REZOLVE AI PLC,NASDAQ,
0001583708,S,66b3020e-97e1-4361-9956-42b2ea46937a,"SentinelOne, Inc.",NYSE,
0001231346,SA,509a155d-0e5d-4e60-ab7e-eac2f36b5c8b,SEABRIDGE GOLD INC,NYSE,
0002091222,SAAQU,d76bfc36-3d6b-4cb8-b654-0b201aa6a40a,Space Asset Acquisition Corp.,NASDAQ,
0000828803,SABA,b5e1d181-22e6-4fa3-8e8f-c9882ffec735,Saba Capital Income & Opportunities Fund II,NYSE,
0001833214,SABSW,81bbfb17-db36-49da-abe2-432eddffa3b0,"SAB Biotherapeutics, Inc.",NASDAQ,
0002082844,SAC,2de99230-39ff-4300-af8e-0ce33b09e623,Safeguard Acquisition Corp.,NYSE,
0001682220,SACH,174cd5bc-f275-4688-86c8-5873f719e7bc,Sachem Capital Corp.,AMEX,
0001095651,SAFE,b5aa99e8-3d60-4f23-926f-dcc34d064818,Safehold Inc.,NYSE,
0001172052,SAFT,d12464f7-efd6-4865-956e-74183c7df602,SAFETY INSURANCE GROUP INC,NASDAQ,
0002019793,SAFX,5b70c154-bac9-4c20-8c10-891366718225,"XCF Global, Inc.",NASDAQ,
0002029138,SAGT,7658e207-d888-49d0-a32d-11424613e68b,SAGTEC GLOBAL Ltd,NASDAQ,
0002083452,SAGU,fd2edd01-00b4-496f-9d23-6c1801c22186,Shreya Acquisition Group,NYSE,
0001043509,SAH,58d5abd8-9564-46d1-b909-b9d8f6b65ad4,SONIC AUTOMOTIVE INC,NYSE,
0001571123,SAIC,8f1197d2-0756-402f-bfaf-bcc2f781ea6f,Science Applications International Corp,NASDAQ,
0001847075,SAIHW,c8b4b5a6-ad7a-49e5-8405-dce848b25301,SAIHEAT Ltd,NASDAQ,
0002030781,SAIL,fefd264d-cec5-4121-9b86-73e75fbe4f38,"SailPoint, Inc.",NASDAQ,
0000949870,SAM,cde20996-75b1-457b-b872-e27bd6577087,BOSTON BEER CO INC,NYSE,
0001549966,SAMG,5e4c4903-2c37-4057-8047-b79d22dfaa3a,Silvercrest Asset Management Group Inc.,NASDAQ,
0000891478,SAN,480ac4ce-b91e-4a9a-8945-dc514aec0bf8,"Banco Santander, S.A.",NYSE,
0001770121,SANA,5306a294-a817-4aa5-b868-39e266727921,"Sana Biotechnology, Inc.",NASDAQ,
0001753368,SANG,a5a7ef7d-6a8e-4ca1-a099-d1691ee7141a,Sangoma Technologies Corp,NASDAQ,
0000897723,SANM,b2015fd4-d4d1-4c80-8e20-394862c1b63d,SANMINA CORP,NASDAQ,
0001000184,SAP,55d586fd-4ccc-4c9c-9e07-4f1d18ed298f,SAP SE,NYSE,
0001377936,SAR,b49123a1-6d18-4916-946e-c7c06ffe0999,SARATOGA INVESTMENT CORP.,NYSE,
0002025410,SARO,bd9bcc7b-facd-453a-8e34-564e1ff0f964,"StandardAero, Inc.",NYSE,
0001874315,SATLW,bb9b15bb-ec0e-46a5-a40c-d2d01e402c98,Satellogic Inc.,NASDAQ,
0001434754,SB,696f6b0b-a9ce-4036-b9ab-1726246f80eb,"SAFE BULKERS, INC.",NYSE,
0001034054,SBAC,0f875f59-4ac8-4061-bac4-f053f20ff91a,SBA COMMUNICATIONS CORP,NASDAQ,
0000730708,SBCF,1745db34-1ba1-4e56-984f-f27c4c512d91,SEACOAST BANKING CORP OF FLORIDA,NASDAQ,
0001930313,SBCWW,1396cb85-0cc1-4f81-b8f6-d1ad0425241c,SBC Medical Group Holdings Inc,NASDAQ,
0001981535,SBET,50ba011b-0186-47d4-b419-ea9869117485,"Sharplink, Inc.",NASDAQ,
0001553788,SBEV,cb190ce3-7409-42f5-bd53-44c6f249c5c3,"SPLASH BEVERAGE GROUP, INC.",AMEX,
0000767405,SBFG,6dd67251-c5e0-400f-8719-ea5ceb2257ad,"SB FINANCIAL GROUP, INC.",NASDAQ,
0001402328,SBFMW,80f88c78-56d8-40bd-b28b-a78438e2b1da,Sunshine Biopharma Inc.,NASDAQ,
0001368458,SBH,3e159685-a5ae-4993-a1ff-3244d19c5a84,"Sally Beauty Holdings, Inc.",NYSE,
0000882300,SBI,4bcb31fc-2301-48ce-ba47-d5e1d7c725d1,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,NYSE,
0001386716,SBLK,3d389e85-53d4-4897-8205-53a3ca395c05,Star Bulk Carriers Corp.,NASDAQ,
0002067674,SBMT,b10ccdc2-b1e4-4e9e-abcc-846626fef78c,SILVER BOW MINING CORP.,AMEX,
0000710752,SBR,8cf8dffd-5a5a-4e19-a87f-a3b9353cf7c1,SABINE ROYALTY TRUST,NYSE,
0001492298,SBRA,fa1a3109-ea98-47ca-b1c8-c10c2ca282f3,"Sabra Health Care REIT, Inc.",NASDAQ,
0001170858,SBS,d588220d-58a3-440b-9649-66d95ea9e953,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP,NYSE,
0000705432,SBSI,122efd5d-dee4-4198-ae02-abb6c48731fa,SOUTHSIDE BANCSHARES INC,NYSE,
0000829224,SBUX,0a7deac5-2d75-4e54-9f66-51c1c6fad55b,STARBUCKS CORP,NASDAQ,
0002015947,SBXD,60ca5898-3eca-438c-806d-00e849bfeb73,SilverBox Corp IV,NYSE,
0002081909,SBXE,ca4c3dd4-5305-4ec8-acaa-fe8259985bac,SilverBox Corp V,NYSE,
0002000366,SCAGW,fd364628-3b59-48af-b0c2-95c3e6b8cbb6,Scage Future,NASDAQ,
0001001838,SCCO,c1ca828d-445f-4787-8e1c-5b6701e76f9c,SOUTHERN COPPER CORP/,NYSE,
0001270131,SCD,d59f4fea-264c-4d2a-9817-990131931ec0,LMP CAPITAL & INCOME FUND INC.,NYSE,
0000866729,SCHL,767a2c09-0753-4ce1-8fdc-938d2d165ee7,SCHOLASTIC CORP,NASDAQ,
0000316709,SCHW,1f868250-6f1d-4a57-9cd0-ac3f581a96e5,SCHWAB CHARLES CORP,NYSE,
0000089089,SCI,e649a39e-252a-4c8d-98ae-947034ca69d1,SERVICE CORP INTERNATIONAL,NYSE,
0002076739,SCIIU,cc0bd127-c31f-4f76-8200-4c7e650853bf,SC II Acquisition Corp.,NASDAQ,
0000944075,SCKT,5e3cb228-fabc-4ba3-b7e8-3a6f2d315c3b,"SOCKET MOBILE, INC.",NASDAQ,
0000094049,SCL,cd27f875-e6b9-45ec-8db8-928738b88d4d,STEPAN CO,NYSE,
0001820190,SCLXW,85cff422-8d8b-424e-949e-932e0a8d8641,Scilex Holding Co,NASDAQ,
0001551901,SCM,ef4e23b7-5ebc-4603-9b35-e46d82eb027c,Stellus Capital Investment Corp,NYSE,
0001611747,SCNI,914b6f8a-2eff-4b0d-9709-3daf96918b6a,Scinai Immunotherapeutics Ltd.,NASDAQ,
0001382574,SCNX,0a4ba051-bd32-46ad-88b5-995e0d582eb5,"Scienture Holdings, Inc.",NASDAQ,
0002108383,SCOP,2425f381-0881-413d-8221-51cc47917916,Sprott Physical Copper Trust,ARCA,
0001158172,SCOR,7402c109-31cf-41f1-840b-fd1aed8e1f51,"COMSCORE, INC.",NASDAQ,
0002083143,SCPQU,dc64f205-5ecf-4972-9e11-5a448355e15a,Social Commerce Partners Corp,NASDAQ,
0000918965,SCSC,b9818866-139a-4241-a892-426d4b38dbe7,"SCANSOURCE, INC.",NASDAQ,
0001853921,SCTX,3cee75a5-1b61-4409-8e19-07ab4fd9fa47,"Scribe Therapeutics, Inc.",NASDAQ,
0000933972,SCWO,d7e95925-a4bd-4b1e-bbd1-384c06eefce1,374Water Inc.,NASDAQ,
0001178253,SCYX,9f626d14-e7af-4aa5-99d5-3aec7d8fa6df,SCYNEXIS INC,NASDAQ,
0001548536,SCZM,e870c361-37c1-49b0-a6fd-56a8b1cf1e84,Santacruz Silver Mining Ltd.,NASDAQ,
0001349436,SD,02c2ef18-b30d-4b1a-9f8b-0efaf89208e2,SANDRIDGE ENERGY INC,NYSE,
0001936804,SDAWW,333d49b7-9ccf-4d77-866c-3601338b89e2,SunCar Technology Group Inc.,NASDAQ,
0001389545,SDEV,2777c2b0-8c69-4370-ab29-c92d45ab7bff,Stablecoin Development Corp,AMEX,
0001490978,SDGR,c05c851e-185c-4392-be34-ef39a86b27d8,"Schrodinger, Inc.",NASDAQ,
0001982518,SDHC,6b3830d7-2849-40d3-b21c-d19aa6532f2e,Smith Douglas Homes Corp.,NYSE,
0002034037,SDHIU,a2ad9408-ce0c-4480-a652-cc5b07eff9ce,Siddhi Acquisition Corp (Cayman Islands),NASDAQ,
0001812923,SDHY,5ae75c95-b220-4c71-a6ff-5700200fd0c5,PGIM Short Duration High Yield Opportunities Fund,NYSE,
0001701756,SDOT,29fcd6c5-09d1-44b0-bb7d-5e2f2346708f,Sadot Group Inc.,NASDAQ,
0001737706,SDRL,cfbb9a14-6c57-4b01-afba-16fe30dbee3d,SEADRILL Ltd,NYSE,
0001831979,SDSTW,2e668870-3c8a-4de9-a034-55451e420507,Stardust Power Inc.,NASDAQ,
0001856031,SEATW,83879fad-a382-4c5f-b854-506588193dc9,Vivid Seats Inc.,NASDAQ,
0000088121,SEB,8b13996f-4f32-4b5c-803a-b3b15cdc49b4,SEABOARD CORP /DE/,AMEX,
0002094496,SECZ,f6c05cd6-b34c-48f3-aed8-91c17aac4633,Securitize Corp.,NYSE,
0001419612,SEDG,f703cad8-f944-4cc9-8cc1-9d1c6cc8203d,"SOLAREDGE TECHNOLOGIES, INC.",NASDAQ,
0001321851,SEED,7986ce56-a28a-44b5-9cb4-fa3a3412d100,Origin Agritech LTD,NASDAQ,
0002009684,SEG,e9b00d2b-8cdc-49b9-964a-a980356e690d,Seaport Entertainment Group Inc.,NYSE,
